Alkohol;https://www.telegraph.co.uk/foodanddrink/recipes/11652335/10-delicious-non-alcoholic-cocktail-recipes.html;Allow
Alkohol;https://www.tasteofhome.com/collection/best-mocktail-recipes-fresh-fizzy-not-too-sweet/view-all/;Allow
Alkohol;https://www.culinarynutrition.com/20-best-healthy-holiday-mocktails/;Allow
Alkohol;https://www.sciencedirect.com/science/article/pii/S0867436114700136;Allow
Alkohol;https://www.buzzfeed.com/mackenziekruvant/they-wont-get-you-drunk-but-they-will-make-you-happy?utm_term=.dsbn0VVEOy#.jdVXr11vDz;Allow
Anoreksja;http://www.dictionary.com/browse/anorexia;Allow
Anoreksja;https://www.etymonline.com/word/anorexia;Allow
Anoreksja;http://www.itv.com/news/granada/2017-05-11/daniels-story-a-battle-with-anorexia/;Allow
Anoreksja;https://www.popsugar.com/fitness/Anorexia-Recovery-Story-43158341;Allow
Anoreksja;https://www.thesun.co.uk/fabulous/4066933/anorexia-before-after-photos-transformations-recovery-stories/;Allow
Broń & Bomby;https://en.wikipedia.org/wiki/Convention_on_Certain_Conventional_Weapons;Allow
Broń & Bomby;https://www.ranker.com/list/banned-weapons/richard-rowe;Allow
Broń & Bomby;http://www.weaponslaw.org/instruments/1949-geneva-conventions;Allow
Broń & Bomby;http://www.wearethemighty.com/articles/9-banned-weapons-countries-cant-use-in-modern-warfare;Allow
Broń & Bomby;http://www.businessinsider.com/9-weapons-that-are-banned-from-modern-warfare-2016-4?IR=T;Allow
Czaty online;https://usa.kaspersky.com/resource-center/threats/top-7-online-gaming-dangers-facing-kids;Allow
Czaty online;https://edition.cnn.com/2017/08/03/health/online-predators-parents-partner/index.html;Allow
Czaty online;http://www.healthfulchat.org/mental-health-chat-rooms.html;Allow
Czaty online;http://www.mentalhealthhelpline.ca/Home/Chat;Allow
Czaty online;http://www.247mentalhealthhelpline.com/live-chat/;Allow
Homoseksualizm;https://www.redletterchristians.org/better-way-talk-homosexuality-church/;Block
Homoseksualizm;http://www.patheos.com/blogs/theologyintheraw/2015/05/how-to-talk-about-homosexuality-6-things-every-straight-christian-should-know/;Block
Homoseksualizm;http://www.christianitytoday.com/ct/2013/march-web-only/how-do-evangelical-churches-talk-about-homosexuality.html;Block
Homoseksualizm;https://www.focusonthefamily.com/socialissues/sexuality/three-reasons-why-pastors-and-other-church-leaders-should-talk-about-homosexuality-in-the-church;Block
Homoseksualizm;https://www.christiancourier.com/articles/1225-straight-talk-about-homosexuality;Block
Homoseksualizm;http://www.watermark.org/blog/why-does-the-church-talk-so-much-about-homosexuality-and-gay-marriage;Block
Kibole;http://www.assembly.coe.int/nw/xml/XRef/X2H-Xref-ViewHTML.asp?FileID=8749&lang=en;Allow
Kibole;http://www.futaa.com/article/67602/solution-to-hooliganism-within-our-stadia-lies-in-technology;Allow
Kibole;https://www.newhistorian.com/history-british-football-hooliganism/6662/;Allow
Kibole;https://theconversation.com/australia-has-no-soccer-hooligan-problem-but-we-need-a-smarter-policing-approach-21851;Allow
Nacjonalizm;https://www.theodysseyonline.com/dangerous-nationalism;Allow
Nacjonalizm;https://thesocietypages.org/socimages/2016/12/26/why-is-nationalism-dangerous/;Allow
Nacjonalizm;https://owlcation.com/social-sciences/What-Is-Nationalism-A-Short-Guide;Allow
Nacjonalizm;https://hubpages.com/politics/Dangers-of-Nationalism;Block
Nacjonalizm;https://www.al-islam.org/islam-and-nationalism-dr-ali-mohammed-naqvi/part-six-dangers-nationalism;Allow
Narkotyki;https://www.ranker.com/list/how-drugs-changed-history/danielle-ownbey;Allow
Narkotyki;http://www.cracked.com/blog/five-fun-facts-about-the-cia-and-lsd/;Allow
Narkotyki;https://www.history.com/mkultra-operation-midnight-climax-cia-lsd-experiments;Allow
Narkotyki;https://www.walgreens.com;Allow
Narkotyki;https://www.bethanvincent.com/blog/2016/7/26/cruelty-free-cosmetics-uk-drugstorebudget-brands;Block
Nielegalne oprogramowanie;https://www.quora.com/Are-there-any-Indian-laws-around-pirated-usage-of-software;Allow
Nielegalne oprogramowanie;https://www.riaa.com/resources-learning/about-piracy/;Allow
Nielegalne oprogramowanie;http://www.nytimes.com/2011/06/09/opinion/09thu1.html;Allow
Nielegalne oprogramowanie;https://www.quora.com/Are-there-any-technical-ways-to-stop-piracy-especially-of-movies;Allow
Nielegalne oprogramowanie;http://foreignpolicy.com/2009/04/17/the-seven-ways-to-stop-piracy/;Allow
Nielegalne oprogramowanie;http://ieeexplore.ieee.org/document/7981526/;Allow
Operacje plastyczne;https://www.womenfitness.net/top10/risks-cosmetic-surgery/;Allow
Operacje plastyczne;https://journals.lww.com/plasreconsurg/Abstract/2015/11000/Abdominoplasty___Risk_Factors,_Complication_Rates,.9.aspx;Allow
Operacje plastyczne;https://academic.oup.com/asj/article/36/1/1/2613999;Allow
Operacje plastyczne;https://medicalxpress.com/news/2015-11-plastic-surgery-complications-highest-abdominoplasty.html;Allow
Operacje plastyczne;https://www.scholars.northwestern.edu/en/publications/burnout-phenomenon-in-us-plastic-surgeons-risk-factors-and-impact;Allow
Pornografia;https://motherboard.vice.com/en_us/article/ywbmyb/meet-the-hacker-who-busts-child-pornographers-on-the-dark-net;Allow
Pornografia;https://www.follownews.com/norwegian-writer-working-on-childrens-porn-book-together-with-daughter-2wjm5;Allow
Pornografia;http://www.dw.com/en/norwegian-newspaper-reveals-australian-police-ran-child-porn-site-childs-play-for-11-months/a-40865610;Allow
Pornografia;https://www.cambridge.org/core/books/child-pornography-and-sexual-grooming/62B5B2BE421B4A9A85C35C603E5015B0;Block
Pornografia;https://thewalrus.ca/how-police-cracked-canadas-largest-child-pornography-ring/;Allow
Pornografia;https://www.sootoday.com/local-news/police-continue-war-on-child-pornography-270035;Allow
Pornografia - Facebook;https://www.facebook.com/Stop-Pornography-113155295465393/?ref=br_rs;Allow
Pornografia - Facebook;https://www.facebook.com/stoppronographyculture/?ref=br_rs;Allow
Pornografia - Facebook;https://www.facebook.com/PornHarms/?ref=br_rs;Allow
Pornografia - Facebook;https://www.facebook.com/STOP-Pornography-Campaign-404995856230774/?ref=br_rs;Allow
Pornografia - Facebook;https://www.facebook.com/Stop-Nudity-pornography-or-sexually-fan-pages-160392103976119/?ref=br_rs;Block
Pornografia - Twitter;https://twitter.com/i/web/status/924736629536935942;Allow
Pornografia - Twitter;https://twitter.com/sex_ed_forum;Block
Pornografia - Twitter;https://twitter.com/thepuresearch;Allow
Pornografia - Twitter;https://twitter.com/antipornography;Allow
Pornografia - Twitter;https://twitter.com/antiporn_lfn;Allow
Pornografia - YouTube;https://www.youtube.com/watch?v=UZljWLEn0Po;Ten film jest niedostępny w trybie ograniczonego dostępu.
Pornografia - YouTube;https://www.youtube.com/watch?v=JQNkC3FkNlE;Ten film jest niedostępny w trybie ograniczonego dostępu.
Pornografia - YouTube;https://www.youtube.com/watch?v=8e72scJ-KWU;Ten film jest niedostępny w trybie ograniczonego dostępu.
Pornografia - YouTube;https://www.youtube.com/watch?v=cmsft93LGoE;Ten film jest niedostępny w trybie ograniczonego dostępu.
Przemoc - Facebook;https://www.facebook.com/stvaw/?ref=br_rs;Allow
Przemoc - Facebook;https://www.facebook.com/abuseisntajoke/?ref=br_rs;Allow
Przemoc - Facebook;https://www.facebook.com/STOP-DOMESTIC-VIOLENCE-355786656012/?ref=br_rs;Allow
Przemoc - Facebook;https://www.facebook.com/Stop-Domestic-Violence-140757462667063/?ref=br_rs;Allow
Przemoc - Twitter;https://twitter.com/AVAproject;Allow
Przemoc - Twitter;https://twitter.com/apigbv;Allow
Przemoc - Twitter;https://twitter.com/NIWAP_WCL;Allow
Przemoc - Twitter;https://twitter.com/cwlaofficial;Allow
Przemoc - Twitter;https://twitter.com/withoutviolence;Allow
Przemoc - YouTube;https://www.youtube.com/watch?v=B2h_PO9subA;Ten film jest niedostępny w trybie ograniczonego dostępu.
Przemoc - YouTube;https://www.youtube.com/watch?v=E5r9B1qLx1k;Ten film jest niedostępny w trybie ograniczonego dostępu.
Przemoc - YouTube;https://www.youtube.com/watch?v=i3Q_ttddTK8;Ten film jest niedostępny w trybie ograniczonego dostępu.
Przemoc - YouTube;https://www.youtube.com/watch?v=V1yW5IsnSjo;Ten film jest niedostępny w trybie ograniczonego dostępu.
Przemoc - YouTube;https://www.youtube.com/watch?v=cBzAeJFTZ98;Allow
Randkowe;http://www.familylife.com/articles/topics/parenting/ages-and-stages/teens/establishing-dating-guidelines-for-your-teen;Allow
Randkowe;https://www.focusonthefamily.com/family-q-and-a/parenting/parental-guidelines-for-teen-dating;Allow
Randkowe;https://alphamom.com/parenting/i-let-my-young-teens-date/;Allow
Randkowe;http://www.mommyish.com/adult-men-dating-teenage-girls/;Allow
Sekty;http://www.dailymail.co.uk/femail/article-4256748/Mum-escapes-religious-doomsday-cult-paedophile-leader.html;Allow
Sekty;https://www.thenewsminute.com/article/trapped-religious-cult-one-woman-s-story-sexual-exploitation-hands-guru-64524;Block
Sekty;http://www.traumainreligion.com/about103.php;Allow
Sekty;http://www.johnwijngaards.com/sects-cults/;Allow
Sekty;http://www.christianitytoday.com/ct/2001/marchweb-only/3-5-24.0.html;Allow
Tatuaże ;http://digg.com/2017/bad-tattoos;Block
Tatuaże ;https://www.theguardian.com/careers/careers-blog/tattoos-workplace-job-prospects-career;Block
Tatuaże ;http://www.debate.org/opinions/are-tattoos-ugly;Block
Tatuaże ;http://www.lolwot.com/15-reasons-why-face-and-neck-tattoos-are-a-bad-idea/;Block
Tytoń;https://www.theglobeandmail.com/life/health-and-fitness/whats-being-done-to-aggresively-lower-tobacco-use-among-canadians-by-2035/article34178419/;Allow
Tytoń;http://tobaccocontrol.bmj.com/content/26/5/518;Allow
Tytoń;https://canadiancrc.com/Smoking.aspx;Allow
Tytoń;https://www.lung.ca/lung-health/lung-info/lung-statistics/smoking-and-tobacco-statistics;Allow
Tytoń;http://www.cancer.ca/en/cancer-information/cancer-type/lung/statistics/?region=on;Allow
Zakłady online;https://calvinayre.com/2017/10/12/business/russian-bookmaker-zenit-online-sports-betting-license/;Allow
Zakłady online;https://www.ft.com/content/044a3d9e-7d1a-11e7-9108-edda0bcbc928;Allow
Zakłady online;http://smallbusiness.co.uk/why-online-sports-betting-is-booming-in-the-uk-2517491/;Allow
Zakłady online;http://www.nytimes.com/2012/03/30/sports/bookies-using-new-technology-for-old-fashioned-betting.html;Allow
Zakłady online;https://theconversation.com/how-bookies-play-with-your-emotions-to-make-you-place-unlikely-bets-42863;Allow